count,hate_speech,offensive_language,neither,class,tweet,clean_text
3,2,1,0,0,@saucygyro that was back when nigger music was decent,nigger music decent
3,0,3,0,1,@savannacurry_ just be like me make bitches move,just like make bitch
3,0,0,3,2,@savannahx___ negative slopes aka a chart of my grades in math,negative slop aka chart grade math
6,0,6,0,1,@sayy_coneee bitch I texted you,bitch texted
3,0,3,0,1,@sbsylvester @_cblaze bitch what. meet up at Plano senior high school or vines I got some shit on my chest am going take it out on yall,bitch what. meet plano senior high school vines get shit chest go yall
3,1,2,0,1,@sbsylvester @hunterbuch66 @kieffer_jason y'all some pussy ass niggas,yall pussy ass niggas
3,0,3,0,1,@sbsylvester @kieffer_jason @hunterbuch66 bitch am speaking fucking English u fucking pecker wood,bitch speak fuck english u fuck pecker wood
3,0,3,0,1,@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.,bitch doesnt make sense bitch.
3,2,1,0,0,@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,bitch u ugly hoe
3,0,3,0,1,@sbsylvester @kieffer_jason bitch fuck that blog where u be at meet up and get your round,bitch fuck blog u meet round
3,0,3,0,1,@sbsylvester @kieffer_jason nigga stfu u not funny we all laughing at yo retarded ass just stfu,nigga stfu u funny laugh yo retard ass just stfu
3,0,3,0,1,@sbsylvester bitch what but I pull more hoes the u dream of,bitch pull hoe u dream
3,1,2,0,1,@sbsylvester how could I be a fag? But I like bitches please tell me,fag like bitch tell
3,0,3,0,1,@sbsylvester yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid,yo bitch talk lamp u level u know fussy look like stop look porn kid
3,0,2,1,1,@schargel read the constitution you love. All spending starts in the House. Love uninformed teabaggers. #morningjoe,read constitution love. spend start house. love uninformed teabaggers. morningjoe
3,0,1,2,2,@schola_gomes oh I'll make you some brownies alright;))),oh ill make brownies alright
6,0,6,0,1,@scronybitch @TryHardSilva no bitch,bitch
3,1,2,0,1,@seanlo10s bitch you look like a deformed version of rocky,bitch look like deform version rocky
3,2,1,0,0,@seannn181 youre a fag,youre fag
3,0,0,3,2,"@seanphathaway That wasn't as bad, though drawing conclusions about ""WHITE AMERICA"" based on a 1,000 person poll is a slippery slope.",wasnt bad draw conclusions white america base person poll slippery slope.
3,2,1,0,0,@seansteiger31 @ me then faggot,faggot
3,0,3,0,1,"@seansteiger31 @Tre_mendous23 you still needs to give it to me bitch , I'm on YouTube and rhapsody with it ya cock",need bitch im youtube rhapsody ya cock
3,0,2,1,1,@seansteiger31 bitch i taught you i know my mess ups,bitch teach know mess up
3,0,3,0,1,@seansteiger31 yea cause I showed ya bitch ass,yea cause show ya bitch ass
3,0,0,3,2,"@secretasianman @kitt Yeah, she's a real pom maven.",yeah shes real pom maven.
3,0,1,2,2,@section90sSoul yall defense too trash for that &#128514;&#128514;&#128514;,yall defense trash
6,0,6,0,1,@seductiveally @sunstylesshinex oh now your bitch ass wants to reply back after 3 days bitch bye,oh bitch ass want reply days bitch bye
3,0,0,3,2,"@sekhmet1975 Cactus is a yellow lab chow mix too! Hershey was everybody's ""active"" buddy. Cactus is one special pup. She's an Angel.",cactus yellow lab chow mix hershey everybodys active buddy. cactus special pup. shes angel.
3,0,0,3,2,@selenalinn_ the jets are trash my bad i see what you meant &#128514;,jet trash bad mean
3,0,0,3,2,@selina_dabbagh the song? About pollo hermanos and Heisenberg?,song pollo hermanos heisenberg
3,0,3,0,1,"@sellis1994 @NickEhlers01 @CoryRitter @RToohill @farmersims Agronomist once told me ""beans are a bitch-they do whatever they want""",agronomist tell bean bitch want
6,0,6,0,1,@septemberTHA15 @CallMeRenee_ Wussup bitch,wussup bitch
3,0,3,0,1,@septemberTHA15 @CallMeRenee_ wuss up bitch,wuss bitch
3,0,1,2,2,"@serenity_23 I assume so, the tranny went out this morning. I have a maxima.",assume tranny go morning. maxima.
3,1,0,2,2,@sevensixxx_ @oldirtyjesus great reply except it was trash,great reply trash
3,1,2,0,1,"@sexy_rexy25 98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?",civic lx stick green shitty paint beaner ass wheel 180k miles ac insurance hows
3,1,2,0,1,@sguzinski well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah,dont use anymore id like dslr im just break bitch yeah
3,0,2,1,1,@shaelynspacyyy they trash though?,trash
3,0,0,3,2,@shanetallant he won't bite! We promise he's a friendly bird :),wont bite promise hes friendly bird
3,0,3,0,1,"@shanniganssss14 @emagsy21 I save my best material for WMHS games, ya know.. Jus rain down hell upon any bitches that get in your way today",save best material wmhs game ya know.. jus rain hell bitch way today
3,1,2,0,1,@shareefkeyes fat hoes need a treadmill??? Lol hmu! Therealwesjames@gmail.com,fat hoe need treadmill lol hmu therealwesjames .com
3,0,3,0,1,@sharonmperalta @dylan72892 long tittied no nipple having bitch!,long tittied nipple have bitch
3,0,3,0,1,@shaunroberts the ending was retarded,end retard
3,0,3,0,1,@shawnpitts77 all I wear is vineyard vines and American flag chubbies. I'm the OPPOSITE of a wigga.,wear vineyard vines american flag chubbies. im opposite wigga.
3,0,3,0,1,@shefeelsD_Payne @CallemGT bro I swear to god I was just bout to txt you Dex about these hoes,bro swear god just bout txt dex hoe
3,2,1,0,0,@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,hell naw aint star team lol im sure white honkey call nigga
3,0,3,0,1,@shefeelsD_Payne nigga don't be telling my business on this hoe lol,nigga dont tell business hoe lol
3,0,3,0,1,@sheisdope_ Like ion care how &#8220;that bitch susie from work broke up with her man and she was tellin me the whole story&#8221; blah blah blah,like ion care bitch susie work break man tellin story blah blah blah
3,0,3,0,1,@shik702 @DOP3Sweet @OhK_KoKo lol I talked to a lady who said having a clean shaven vagina at a Doc visit comes off as hoe-ish! She was old,lol talk lady say have clean shave vagina doc visit come hoe ish old
3,1,2,0,1,@shitballshonkey try me bitch boy,try bitch boy
3,0,3,0,1,@shmapplemen haha yeah it's just gonna be a bitch going btw there and Illinois on leave mannn. I'm stoked they are tho,haha yeah just gonna bitch go btw illinois leave mannn. im stoke tho
3,2,0,1,0,@sho_time_ @MitchVorce chill ur pussy gay af,chill ur pussy gay af
3,1,2,0,1,@shoe1945 @NotoriousBM95 @333England shut ur faggot ass up you thirsty pussy,shut ur faggot ass thirsty pussy
3,0,3,0,1,@showtimemajed @mauroranallo @joerogan Either trolling or retarded.,troll retarded.
3,1,0,2,2,"@shrekkalove 
You speak colored too?
I thinks I be in love",speak color think love
6,0,6,0,1,@shyhoof @umbralfox @Feyote Lamashtu has some great orgies but is a total bitch. lol : P,lamashtu great orgies total bitch. lol p
3,0,0,3,2,@simons_lives keep in shape for the ski slopes,shape ski slop
3,0,0,3,2,@simonslives @recordstoreday cheers dude might nip to town for #TheEditors #Vinyl ;-) #MusicMatters,cheer dude nip town theeditors vinyl musicmatters
3,0,0,3,2,@sippey That's where birds came from.,thats bird come from.
3,0,0,3,2,@sisternoles Fingers crossed for you. If not? Chug chug chug lol,finger cross you. chug chug chug lol
3,2,1,0,0,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego club faggot,lego club faggot
3,0,3,0,1,"@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo i bet you are, faggot.",bet faggot.
3,2,1,0,0,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah ok nigger.,yeah ok nigger.
3,1,2,0,1,@skinheadrob shut up faggot,shut faggot
3,2,1,0,0,@skrabah Don't my nigga me honkie,dont nigga honkie
3,0,3,0,1,@skyereyes_ @Feebito_23 right because as far as im concerned I ain't no bitch tf.,right far im concern aint bitch tf.
3,0,3,0,1,@skyereyes_ @keanabermudez YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;,yoooooooooooooo lmfaoooooooo im schlumped love bitch squaaaaad
3,0,0,3,2,@skyereyes_ you a Oreo cookie now.,oreo cookie now.
3,0,1,2,2,@slayerific13 @brenda_skelton @daisymcgarr Don't get me wrong G.. I'd hunt birds but that's a lot of work &amp;.. well I just ain't that hungry,dont wrong g.. id hunt bird thats lot work amp.. just aint hungry
3,0,0,3,2,@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun,dont hunt bird unless count shoot dive season power line bb gun
3,0,1,2,2,@slayerific13 @daisymcgarr Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.,like said.. check im just sure bird shoot count get shot.
3,0,3,0,1,@sleepe21 these hoes gay thats why,hoe gay thats
3,0,1,2,2,@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr,forget youre bull say yeezus good j.cole trash httpt.cokkuzv5pddr
3,0,3,0,1,@slickvick47 @itstattoos it's not colored in... dumb dick,color in... dumb dick
6,0,6,0,1,@slings_x_arrows Equality niggah,equality niggah
6,0,6,0,1,@slings_x_arrows bitches are gonna make it rain on me,bitch gonna make rain
3,0,2,1,1,@slings_x_arrows you sub tweeting me nig?,sub tweet nig
3,0,3,0,1,@sloganDomono cause you got you wife on the left an bitches on the right nigga man logic #puss,cause get wife leave bitch right nigga man logic puss
3,0,3,0,1,@slone @JCCWatch Even that bitch has to admit something isn't right with our #SoCalledLeader.,bitch admit isnt right socalledleader.
3,0,3,0,1,@sluttyboy_kush I guess you used to getting bitch cause idk anybody that Juss let ppl disrespect them n just sit there. Thts how all this,guess use get bitch cause idk anybody juss let ppl disrespect n just sit there. thts
3,0,1,2,2,@smokeabluntdgaf @Haiimbreanna You guys don't get evolution do you? You only share a common ancestor with apes.,guy dont evolution share common ancestor apes.
3,1,2,0,1,@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit,lmao nigga yo avi trash phone wont load shit
3,0,0,3,2,@snortcourt13 @TripleAAAYY1995 @c_allen21 @JBake0622 apes,ape
3,1,2,0,1,@socass_ Patrick you ain't nottin but a hood Nigga top bitch nigga,patrick aint nottin hood nigga bitch nigga
3,0,3,0,1,@soccersammie sweetest bitch you'll ever meet,sweetest bitch youll meet
3,0,0,3,2,@solopo82 y'all got the Taxis right now? And can I get the Oreo 5's right now if possible?,yall get taxis right oreo s right possible
3,2,1,0,0,@sophhh_marie ugly emo trash go cut,ugly emo trash cut
3,0,3,0,1,"@sorryimalex slay his ass alex, lil bitch needs to tighten the fuck and needs to stop acting like grown",slay ass alex lil bitch need tighten fuck need stop act like grow
6,1,5,0,1,@sorryimalex wake up you little bitch and follow me,wake little bitch follow
3,1,2,0,1,@sorryimnicki that would be a joint then retard,joint retard
3,0,3,0,1,@sotoo_dean Some random ass bitch who showed up and just left an hour later,random ass bitch show just leave hour later
4,0,4,0,1,@sotoo_dean We were supposed to work together today bitch,suppose work today bitch
3,0,3,0,1,@soundtracktoKy these hoe ass niggas ain't get nobody in free agency.,hoe ass niggas aint free agency.
3,0,2,1,1,@sowhatsides I am funny bitch,funny bitch
3,0,0,3,2,"@spence1reed_ bro , i heard slaughter songs .. they all trash .. they just freestylers",bro hear slaughter songs .. trash .. just freestylers
3,1,2,0,1,@spoilmeharder @ChaldeanCutie Greta... You let a fag do this to me I thought we were cool,greta... let fag think cool
3,0,3,0,1,@sportsdude53 haha not you. Just getting shit from everyone else when my second favorite team is the redlegs.....,haha you. just get shit second favorite team redlegs.....
3,0,0,3,2,@sportswatch time to dump another diet coke in the trash,time dump diet coke trash
3,0,3,0,1,"@sprayinpray I recall you telling one of the Apollo teachers you hoped her baby came out retarded , and it did ... #AssholeOfTheYear lol &#128514;",recall tell apollo teachers hop baby come retard do ... assholeoftheyear lol
3,1,2,0,1,"@sramirez07943 
I miss you too faggot &#128557;&#128522; http://t.co/vKYJGRIIFf",miss faggot httpt.covkyjgriiff
3,1,2,0,1,@sramirez07943 That's you faggot you eat shit for fun &#128514;&#128514;,thats faggot eat shit fun
3,2,1,0,0,@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,goldbar dumb bitch dad wouldnt pick doesnt like faggot like
3,1,2,0,1,@sramirez07943 you don't know where I llive you stupid cunt &#128014;,dont know llive stupid cunt
3,1,2,0,1,@sramirez07943 you're failing at that and you don't know where I live faggot,youre fail dont know live faggot
3,0,3,0,1,"@stackmodus Oh, yeah, the HPV shot swells like a bitch. Put some ice on it for a bit if you want, it'll go down eventually.",oh yeah hpv shoot swell like bitch. ice bite want itll eventually.
3,0,3,0,1,@staviebby2010 Mmmm sure dont seem like it.. lmfao but yess ill be that bitch:)) now are you done?,mmmm sure dont like it.. lmfao yess ill bitch
3,0,3,0,1,"@steeloh_supreme yeah I'm down I'm starting to promote for belasco Thursday , so u better go bitch",yeah im im start promote belasco thursday u better bitch
3,0,3,0,1,"@stephen_taylor @jproskowglobal So they could complain about racial profiling I'm sure, bloody twats",complain racial profile im sure bloody twats
3,0,3,0,1,@sternshow Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!,ur secretly lookng tommy lees cock jesus christ 4getaboutit thats ghetto dream
3,0,1,2,2,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles",funny think tbt 90s photo week hang trash ankles
3,0,3,0,1,"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG",thank walk dead bro steve mend..usmc come son n bitch want live forever dog
3,1,2,0,1,@steveeearley @TheChaseUSA @MarkLabbett That cracker as big as he looks on TV?,cracker big look tv
3,0,3,0,1,@stevemaxboxing that's what the little egotistical bitch deserves his head is huge for someone who gets KO'd when the wind blows,thats little egotistical bitch deserve head huge get kod wind blow
3,1,2,0,1,@stevennn17 lmao not even bro if a girl a thottie keep it simple call her a hoe,lmao bro girl thottie simple hoe
3,2,0,1,0,@stevoburns561 @ImSwaveyNShit @FreddieGibbs Soft shit? Are you handicapped or retarded?,soft shit handicap retard
3,1,2,0,1,@stinachase hoe ass nigga lmao,hoe ass nigga lmao
3,0,3,0,1,@stonethegreat23 niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us,niqqa thats white person just earth dont mean gonna use nigger
3,0,0,3,2,@strawberrycoca ling ling krunkchip,ling ling krunkchip
3,0,1,2,2,@suchy_monster you make me feel all warm and fuzzy inside &#128522; #youCANsitwithus,make feel warm fuzzy inside youcansitwithus
3,1,2,0,1,@summerdawn_1996 #NudesAreMyLife omfg that's mine faggot,nudesaremylife omfg thats faggot
3,0,2,1,1,@summerdawn_1996 lol @ you being a cunt,lol cunt
3,0,3,0,1,@supasaiyansarah haha same here bitch is trippin #brokeass,haha bitch trippin brokeass
3,0,3,0,1,@supreme_tacos @hear_me_rawrrr if you want a hoe go on urban chat. That's where all the hoes are. And Mia can get punched in the boob.,want hoe urban chat. thats hoe are. mia punch boob.
3,0,3,0,1,@surething_mark you didn't even pass ESL yet you bitch lmao,didnt pass esl bitch lmao
3,0,2,1,1,@survivedby @rootsarecertain I figured I was just shocked out hoe old that tweet was lol,figure just shock hoe old tweet lol
3,0,3,0,1,@swag_arella and getting pedicures bitching bout their ex and going tanning is something a bitch does,get pedicure bitch bout ex go tan bitch do
3,0,3,0,1,"@sweet_kissesxx Straight AF. Except math is a bitch. Hows the dealership, lol",straight af. math bitch. hows dealership lol
3,3,0,0,0,"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.",rich white liberals know whats best black people. dont theyre obviously uncle toms.
3,0,1,2,2,@sweetlou462 Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.,lol. fun havent race hs charlotte. crazy redneck times. lol.
3,0,0,3,2,@sweetlou462 thanks Hun. &lt;3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/,thank hun. lt im crushed. love work out. itll 2months go time back.
3,0,3,0,1,@swirlg0ddess main bae gonn think sumn up wit the pussy,main bae gonn think sumn wit pussy
6,0,0,6,2,@syd_renae okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah,okay cool im black fuzzy pink sparkle hallelujah
3,2,1,0,0,"@t5_harris Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU",work route run catching. youll good wr grier. fun white trash racist uf fans. fsu
3,0,3,0,1,@tGR0Z you's a nasty lil bitch,yous nasty lil bitch
3,0,3,0,1,@t__amil i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name,tell yu ain uh bitch uh hoe yu yo
3,1,2,0,1,@t_hags12 ya dude get the pussies drunk!,ya dude pussies drink
3,0,3,0,1,@tacalifornia bitch go play dead,bitch play dead
3,0,3,0,1,@tacalifornia my real lil bro even tho cuh a bitch lmao,real lil bro tho cuh bitch lmao
3,0,3,0,1,@tacalifornia slid bitch,slide bitch
3,0,2,1,1,@tacalifornia wyo bitch,wyo bitch
3,0,3,0,1,@tajacasanova @macy_engweiler you're are only a hoe when you fuck him and think you're pregnant ... Not when you party together &#128524;,youre hoe fuck think youre pregnant ... party
3,0,1,2,2,@tarbetto. Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey.,. beat nathan moon head ice too. ol andrew straight trash far hockey.
3,0,3,0,1,@tay_baybay_12 pussy heels!! Haha,pussy heel haha
3,0,3,0,1,@tay_waldon onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh,onlife yal niggas funny man lol lonnie suppose bitch band smh
3,0,3,0,1,@tayisbae @stilIgucci @spxrklybubbles what she means is shes a fat bitch,mean shes fat bitch
6,0,6,0,1,@tayisbaee those hoes aint loyal,hoe aint loyal
3,0,3,0,1,@tayjrobin @AlmondMlk follow the system and you'll practically be swimming in pussy,follow youll practically swim pussy
3,0,3,0,1,@taylanicolexo you're just a pussy.,youre just pussy.
3,0,2,1,1,@taylorlynn_15 Hey it works. Most people hate me for it but as long as I'm still happy they can bitch all they want &#128514;&#128077;,hey works. people hate long im happy bitch want
3,0,3,0,1,"@tayscalf 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day",beam light descend heavens loud voice say fuck right pussy live change day
6,0,6,0,1,@tayscalf if you ain't with someone you can still sleep around be a hoe and not the cheatin,aint sleep hoe cheatin
6,0,1,5,2,@tayscalf must have run out of brownies,run brownies
3,0,3,0,1,"@tayscalf we should change that to bitch about everything.
For example my girlfriend don't like the crew I hang with she BAE",change bitch everything. example girlfriend dont like crew hang bae
3,1,2,0,1,@tcthegreat1 it's yo fault taking a nig out everyday,yo fault take nig everyday
3,0,0,3,2,"@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.",practically s color red contain red pigment extract female coccus costa cochineal insect.
3,1,2,0,1,@team_Darrion just like a Velcro headed moon cricket to say fucking jungle bunny,just like velcro head moon cricket say fuck jungle bunny
3,1,0,2,2,@team_Darrion night jigaboo http://t.co/vxKCG4yGXF,night jigaboo httpt.covxkcg4ygxf
3,0,1,2,2,@teapot Great GIF. Got a source URL for @gifs?,great gif. get source url
3,0,3,0,1,@teeenytori @blzznts @Pouyalilpou put your tits away you ginger. Arnt u like 7? Isn't it past you bed time? Fuck off bitch.,tits away ginger. arnt u like isnt past bed time fuck bitch.
3,2,0,1,0,"@teenagesleuth .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!",.we get eric holder give beaners kill americans guess race blind
3,0,2,1,1,@teeritz So six martinis before passing out on the couch after watching Euro-trash into the wee hours. Got it.,martinis pass couch watch euro trash wee hours. get it.
3,0,3,0,1,@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;,superman dat hoe watch uuuuuuuuuu
3,1,0,2,2,"@terrorwatchusa .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". #liberals #democrats",.....i think white try blackish ......what socal wiggers. liberals democrats
3,0,3,0,1,@tess_stepakoff @jetsnation6297 bitch please I'm a stud,bitch im stud
3,0,3,0,1,@theBOSS_Leslie I didn't tag you negro lol,didnt tag negro lol
3,0,3,0,1,"@theEricGlife starve, bitch",starve bitch
3,0,3,0,1,@thebashionista Got me blushin like Drake bitch az. Lol,get blushin like drake bitch az. lol
3,0,3,0,1,"@thecoreyholcomb ""s/o the fat bitches who ride dick with a t-shirt on"" &#128514;&#128514;&#128514;",fat bitch ride dick t shirt
3,0,3,0,1,@thecoreyholcomb I'd give that hoe the finger everyday at work until I get fired for it.,id hoe finger everyday work fire it.
3,0,1,2,2,@theeCHACO @danawhite you watching this trash?,watch trash
9,0,1,8,2,@theejustinholt the redskins are doing pretty good this year &#128514;&#128514;,redskins do pretty good year
3,0,0,3,2,@theejustinholt trash of the cowboys beat the redskins twice last year &#128517;,trash cowboys beat redskins twice year
3,0,3,0,1,@thejess_lynne @Hunglikerobby_ @triple6em96 @Itzmeggo no you threatened us bitch?! Don't try to make it what it's not &#9786;&#65039;,threaten bitch dont try make
3,0,0,3,2,"@thejokerxo nah, they let French Montana spit trash at will",nah let french montana spit trash
3,0,3,0,1,@thejokerxo porn stars are 100% acceptable bro. Im was talking about these air mattress hoes....lol,porn star acceptable bro. im talk air mattress hoes....lol
3,0,3,0,1,@thejokerxo yes!!! I love the hair on her pussy...lol,yes love hair pussy...lol
3,0,3,0,1,@thejournalist44 At least 3. Late tho. Cuz adrenaline and emotion gonna carry them bitches until halftime.,. late tho. cuz adrenaline emotion gonna carry bitch halftime.
3,0,2,1,1,@thejournalist44 best O-Lineman is a rookie. It's him and a bunch of retards I wouldn't trust with a potato gun.,best o lineman rookie. bunch retard wouldnt trust potato gun.
3,1,2,0,1,"@thejournalist44 zactly. After Joique pounds that bitch, bring in reggie for the GAPING holes that will inevitably appear.",zactly. joique pound bitch bring reggie gap hole inevitably appear.
3,0,0,3,2,"@thelovemaster ""I'm gonna nip you right in the bud!""",im gonna nip right bud
3,0,2,1,1,"@themightylayman ""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!""",just gotta red head afrotino asian albino autistic branch davidian hermaphrodite avengers
3,0,3,0,1,@thereal_2raw @AssGods Brah *falls out* white bitches crazy,brah fall white bitch crazy
3,0,3,0,1,@thereal_2raw He actually good lol don't hoe him. But I mean that's some road to glory shit &gt;Go to Northern Illinois* *Undefeated &amp; Heisman*,actually good lol dont hoe him. mean thats road glory shit gtgo northern illinois undefeated amp heisman
3,0,3,0,1,@thereal_4 yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;,yeah lil nigga homecoming king get bad bitch u
3,0,0,3,2,@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn,im feel like it. im til monday. weeks flip bird mannn
3,0,3,0,1,@thereal_EMandM ain't like I have anything to do bitch boy lol.,aint like bitch boy lol.
3,0,0,3,2,@thereal_EMandM texans d/st won't play the redskins again this year...,texans dst wont play redskins year...
3,0,1,2,2,@therealduxy @TKFan01 *too pretty...not *to pretty. Jeezus...my redneck education is showing.,pretty...not pretty. jeezus...my redneck education showing.
3,0,1,2,2,@therealjuicyj @ProjectPatHcp yea ho,yea ho
3,1,2,0,1,"@thereallisaann @MichaelDelZotto HAHAHAHAHAHAH hook nose faggot, can't get pussy sucks at hockey #nhl",hahahahahahah hook nose faggot pussy suck hockey nhl
3,2,1,0,0,@theshardyrebel #faggot,faggot
3,0,3,0,1,@theshardyrebel cuz ur a sellout bitch fag,cuz ur sellout bitch fag
3,0,3,0,1,@thesportsjudge. Sometimes a good hoe fire needs some Rocephin too before it'll go out.....,. good hoe need rocephin itll out.....
3,0,3,0,1,"@thetoddshow 
Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow",yall aint gots color folk da show. tink dats racist shit thetoddshow
3,2,1,0,0,@thewagnerer fags***,fag
6,0,6,0,1,@thickumms_x3 very wrong lmao this bitch literally tried to swallow someone in this movie,wrong lmao bitch literally try swallow movie
3,0,2,1,1,@thisisricklol sexy bitch,sexy bitch
3,0,3,0,1,@thrillllllllll oh yea I forgot u decided to have math a hoe instead of football! My bad!,oh yea forget u decide math hoe instead football bad
3,0,3,0,1,@thundercurlz yo ugly ass 4 eyes havin ass bitch,yo ugly ass eye havin ass bitch
3,1,2,0,1,@tiara_rachelle I'm not gone see your baby monkey lil ass anyway funky ass,im go baby monkey lil ass funky ass
3,2,1,0,0,@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,dad genuine happy guy kid arent niggers jimmy nigga 5eva
6,0,6,0,1,@tina16_ that bitch gonna get a rug burn,bitch gonna rug burn
4,1,3,0,1,@tinyboatclub you just started a whole other situation you dumb asa cunt,just start situation dumb asa cunt
3,0,3,0,1,@tjdunn23 you're such a darkie.,youre darkie.
3,0,3,0,1,"@tkdfighter 
He gotta be colored",gotta color
3,0,0,3,2,"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",just moist bint lob sword think youre la da king
3,0,2,1,1,@todd_calfee @WdmJeff Hell - was lucky to have gravel - dirt roads were a bitch,hell lucky gravel dirt roads bitch
3,0,1,2,2,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans",this. pack head nyc please. enjoy call hick years come home humbled. plan
3,0,3,0,1,@tommymanson pussy,pussy
3,0,0,3,2,@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby,woahh ahha remember charlie chocolate factory think kill lucy think abby
3,0,0,3,2,"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;",special time place decaf coffee trash. familys motto java habits.
3,3,0,0,0,@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;,believe fuckin punk nigga bitch
3,1,2,0,1,@tori_santana hell yea went from I love you to fuck you and that basic bitch,hell yea go love fuck basic bitch
3,0,0,3,2,@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.,wha im just wait showtime bring queer folk.
3,0,3,0,1,"@tranSactionRAP nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out",nigga u talkn bout tell hoe dj unk shit aint suck walk
3,0,0,3,2,@travistefft I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game,know feel....i think id sox win lifetime. hope use ants yankees hook game
3,0,0,3,2,@treagle05 early bird gets the worm tomcat,early bird get worm tomcat
3,0,3,0,1,@treagle05 your still a little pussy tomcat &#128569;,little pussy tomcat
3,0,2,1,1,@trestiffer &amp; @Rhyds_herrrrrr had me so high off the monkey nutts yesterday nbs &#128532;&#128532;&#128518;&#128518;&#128526;&#128526;&#128548;&#127809;&#127811;&#127807;&#127807;,amp high monkey nutts yesterday nbs
3,0,3,0,1,@trestiffer lil b already to puff for the hoes,lil b puff hoe
3,1,2,0,1,@treyspears3 dude your fucking gay you made a twitter just to mock me fucking lowlife,dude fuck gay twitter just mock fuck lowlife
3,1,2,0,1,@treyspears3 it's fucking real retard holy fuck can you not read my tweets fucktard?,fuck real retard holy fuck read tweet fucktard
3,0,2,1,1,@triple6em96 @Hunglikerobby_ @bbluedreamm I don't look like white trash. I'm not pregnant and 17 gtfo. I have hella gas so say something.,dont look like white trash. im pregnant gtfo. hella gas say something.
3,3,0,0,0,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,bitch watch fuck mouth dirty whore. swear god thats line
